dest_id,state,destination,county,season_begin,season_end,lodging,mie,daily_cap,seasonal
221,NC,Durham,Durham,,,121,74,195,False
464,NC,Fayetteville,Cumberland,,,124,68,192,False
222,NC,Greensboro,Guilford,October 1,October 31,123,74,197,True
222,NC,Greensboro,Guilford,November 1,February 28,112,74,186,True
222,NC,Greensboro,Guilford,March 1,September 30,123,74,197,True
224,NC,Kill Devil Hills,Dare,October 1,March 31,133,74,207,True
224,NC,Kill Devil Hills,Dare,April 1,May 31,190,74,264,True
224,NC,Kill Devil Hills,Dare,June 1,August 31,254,74,328,True
224,NC,Kill Devil Hills,Dare,September 1,September 30,133,74,207,True
227,NC,Raleigh,Wake,,,131,74,205,False
229,NC,Wilmington,New Hanover,October 1,October 31,147,74,221,True
229,NC,Wilmington,New Hanover,November 1,February 28,110,74,184,True
229,NC,Wilmington,New Hanover,March 1,September 30,147,74,221,True
231,NE,Omaha,Douglas,,,122,80,202,False
232,NH,Concord,Merrimack,,,124,74,198,False
233,NH,Conway,Caroll,October 1,February 28,144,80,224,True
233,NH,Conway,Caroll,March 1,June 30,118,80,198,True
233,NH,Conway,Caroll,July 1,August 31,161,80,241,True
233,NH,Conway,Caroll,September 1,September 30,144,80,224,True
234,NH,Durham,Strafford,October 1,June 30,125,74,199,True
234,NH,Durham,Strafford,July 1,August 31,152,74,226,True
234,NH,Durham,Strafford,September 1,September 30,125,74,199,True
235,NH,Laconia,Belknap,October 1,October 31,182,74,256,True
235,NH,Laconia,Belknap,November 1,May 31,140,74,214,True
235,NH,Laconia,Belknap,June 1,September 30,182,74,256,True
236,NH,Lebanon / Lincoln / West Lebanon,Grafton,October 1,October 31,177,74,251,True
236,NH,Lebanon / Lincoln / West Lebanon,Grafton,November 1,May 31,142,74,216,True
236,NH,Lebanon / Lincoln / West Lebanon,Grafton,June 1,September 30,177,74,251,True
237,NH,Manchester,Hillsborough,,,130,74,204,False
238,NH,Portsmouth,Rockingham,October 1,October 31,171,74,245,True
238,NH,Portsmouth,Rockingham,November 1,June 30,129,74,203,True
238,NH,Portsmouth,Rockingham,July 1,August 31,192,74,266,True
238,NH,Portsmouth,Rockingham,September 1,September 30,171,74,245,True
241,NJ,Cherry Hill / Moorestown,Camden / Burlington,,,112,80,192,False
242,NJ,Eatontown / Freehold,Monmouth,,,146,86,232,False
243,NJ,Edison / Piscataway,Middlesex ,,,122,80,202,False
244,NJ,Flemington,Hunterdon,,,124,80,204,False
246,NJ,Newark,Essex / Bergen / Hudson / Passaic,,,156,86,242,False
247,NJ,Parsippany,Morris,,,143,80,223,False
249,NJ,Princeton / Trenton,Mercer,,,138,86,224,False
248,NJ,Somerset,Somerset,,,138,80,218,False
250,NJ,Springfield / Cranford / New Providence,Union,,,139,80,219,False
251,NJ,Toms River,Ocean,October 1,June 30,166,74,240,True
251,NJ,Toms River,Ocean,July 1,August 31,213,74,287,True
251,NJ,Toms River,Ocean,September 1,September 30,166,74,240,True
252,NM,Albuquerque,Bernalillo,,,144,80,224,False
479,NM,Carlsbad,Eddy,,,155,74,229,False
254,NM,Santa Fe,Santa Fe,October 1,October 31,167,80,247,True
254,NM,Santa Fe,Santa Fe,November 1,December 31,142,80,222,True
254,NM,Santa Fe,Santa Fe,January 1,February 28,122,80,202,True
254,NM,Santa Fe,Santa Fe,March 1,September 30,167,80,247,True
423,NM,Taos,Taos,,,128,74,202,False
255,NV,Incline Village / Reno / Sparks,Washoe,October 1,June 30,138,80,218,True
255,NV,Incline Village / Reno / Sparks,Washoe,July 1,August 31,184,80,264,True
255,NV,Incline Village / Reno / Sparks,Washoe,September 1,September 30,138,80,218,True
256,NV,Las Vegas,Clark,October 1,December 31,126,86,212,True
256,NV,Las Vegas,Clark,January 1,March 31,159,86,245,True
256,NV,Las Vegas,Clark,April 1,September 30,126,86,212,True
258,NY,Albany,Albany,,,117,86,203,False
269,NY,Binghamton,Broome,,,117,74,191,False
260,NY,Buffalo,Erie,October 1,June 30,126,80,206,True
260,NY,Buffalo,Erie,July 1,August 31,139,80,219,True
260,NY,Buffalo,Erie,September 1,September 30,126,80,206,True
261,NY,Floral Park / Garden City / Great Neck,Nassau,,,164,86,250,False
262,NY,Glens Falls,Warren,October 1,June 30,117,86,203,True
262,NY,Glens Falls,Warren,July 1,August 31,186,86,272,True
262,NY,Glens Falls,Warren,September 1,September 30,117,86,203,True
277,NY,Ithaca,Tompkins,,,144,80,224,False
264,NY,Kingston,Ulster,,,139,86,225,False
265,NY,Lake Placid,Essex,October 1,February 28,165,86,251,True
265,NY,Lake Placid,Essex,March 1,June 30,144,86,230,True
265,NY,Lake Placid,Essex,July 1,August 31,238,86,324,True
265,NY,Lake Placid,Essex,September 1,September 30,165,86,251,True
266,NY,New York City,Bronx / Kings / New York / Queens / Richmond,October 1,December 31,342,92,434,True
266,NY,New York City,Bronx / Kings / New York / Queens / Richmond,January 1,February 28,179,92,271,True
266,NY,New York City,Bronx / Kings / New York / Queens / Richmond,March 1,June 30,281,92,373,True
266,NY,New York City,Bronx / Kings / New York / Queens / Richmond,July 1,August 31,237,92,329,True
266,NY,New York City,Bronx / Kings / New York / Queens / Richmond,September 1,September 30,342,92,434,True
267,NY,Niagara Falls,Niagara,October 1,May 31,110,80,190,True
267,NY,Niagara Falls,Niagara,June 1,August 31,142,80,222,True
267,NY,Niagara Falls,Niagara,September 1,September 30,110,80,190,True
268,NY,Nyack / Palisades,Rockland,,,129,80,209,False
270,NY,Poughkeepsie,Dutchess,,,115,80,195,False
271,NY,Riverhead / Ronkonkoma / Melville,Suffolk,,,155,86,241,False
272,NY,Rochester,Monroe,,,132,80,212,False
273,NY,Saratoga Springs / Schenectady,Saratoga / Schenectady,October 1,June 30,126,80,206,True
273,NY,Saratoga Springs / Schenectady,Saratoga / Schenectady,July 1,August 31,214,80,294,True
273,NY,Saratoga Springs / Schenectady,Saratoga / Schenectady,September 1,September 30,126,80,206,True
274,NY,Syracuse / Oswego,Onondaga / Oswego,,,122,80,202,False
275,NY,Tarrytown / White Plains / New Rochelle,Westchester,,,161,92,253,False
276,NY,Troy ,Rensselaer,,,121,80,201,False
278,NY,West Point,Orange,,,123,80,203,False
282,OH,Cincinnati,Hamilton / Clermont,,,163,86,249,False
283,OH,Cleveland,Cuyahoga,,,159,80,239,False
284,OH,Columbus,Franklin,,,131,80,211,False
285,OH,Dayton / Fairborn,Greene / Montgomery,,,115,74,189,False
287,OH,Hamilton,Butler / Warren,,,124,74,198,False
280,OH,Sandusky,Erie,October 1,November 30,116,68,184,True
280,OH,Sandusky,Erie,December 1,August 31,144,68,212,True
280,OH,Sandusky,Erie,September 1,September 30,116,68,184,True
295,OK,Oklahoma City,Oklahoma,,,116,80,196,False
298,OR,Beaverton,Washington,,,132,80,212,False
299,OR,Bend,Deschutes,October 1,May 31,125,86,211,True
299,OR,Bend,Deschutes,June 1,August 31,192,86,278,True
299,OR,Bend,Deschutes,September 1,September 30,125,86,211,True
300,OR,Clackamas,Clackamas,,,136,80,216,False
302,OR,Eugene / Florence,Lane,October 1,May 31,132,80,212,True
302,OR,Eugene / Florence,Lane,June 1,July 31,192,80,272,True
302,OR,Eugene / Florence,Lane,August 1,September 30,162,80,242,True
304,OR,Lincoln City,Lincoln,October 1,June 30,120,92,212,True
304,OR,Lincoln City,Lincoln,July 1,August 31,167,92,259,True
304,OR,Lincoln City,Lincoln,September 1,September 30,120,92,212,True
305,OR,Portland,Multnomah,,,155,86,241,False
306,OR,Seaside,Clatsop,October 1,June 30,141,86,227,True
306,OR,Seaside,Clatsop,July 1,August 31,236,86,322,True
306,OR,Seaside,Clatsop,September 1,September 30,141,86,227,True
307,PA,Allentown / Easton / Bethlehem,Lehigh / Northampton,,,115,74,189,False
313,PA,Bucks,Bucks,,,119,80,199,False
309,PA,Chester / Radnor / Essington,Delaware,,,127,80,207,False
311,PA,Gettysburg,Adams,October 1,October 31,122,68,190,True
311,PA,Gettysburg,Adams,November 1,March 31,110,68,178,True
311,PA,Gettysburg,Adams,April 1,September 30,122,68,190,True
312,PA,Harrisburg,Dauphin County excluding Hershey,,,124,74,198,False
489,PA,Hershey,Hershey,October 1,May 31,145,80,225,True
489,PA,Hershey,Hershey,June 1,August 31,196,80,276,True
489,PA,Hershey,Hershey,September 1,September 30,145,80,225,True
314,PA,Lancaster,Lancaster,,,123,74,197,False
315,PA,Malvern / Frazer / Berwyn,Chester,,,118,80,198,False
435,PA,Montgomery,Montgomery,,,126,80,206,False
317,PA,Philadelphia,Philadelphia,October 1,November 30,218,92,310,True
317,PA,Philadelphia,Philadelphia,December 1,March 31,156,92,248,True
317,PA,Philadelphia,Philadelphia,April 1,August 31,187,92,279,True
317,PA,Philadelphia,Philadelphia,September 1,September 30,218,92,310,True
318,PA,Pittsburgh,Allegheny,,,138,80,218,False
319,PA,Reading,Berks,,,117,74,191,False
321,PA,State College ,Centre,,,124,74,198,False
323,RI,Jamestown / Middletown / Newport,Newport ,October 1,October 31,218,80,298,True
323,RI,Jamestown / Middletown / Newport,Newport ,November 1,May 31,141,80,221,True
323,RI,Jamestown / Middletown / Newport,Newport ,June 1,August 31,268,80,348,True
323,RI,Jamestown / Middletown / Newport,Newport ,September 1,September 30,218,80,298,True
325,RI,Providence / Bristol,Providence / Bristol,,,154,80,234,False
326,SC,Charleston,Charleston / Berkeley / Dorchester,October 1,October 31,244,92,336,True
326,SC,Charleston,Charleston / Berkeley / Dorchester,November 1,February 28,218,92,310,True
326,SC,Charleston,Charleston / Berkeley / Dorchester,March 1,May 31,288,92,380,True
326,SC,Charleston,Charleston / Berkeley / Dorchester,June 1,September 30,244,92,336,True
327,SC,Columbia,Richland / Lexington,,,115,74,189,False
329,SC,Hilton Head,Beaufort,October 1,October 31,163,80,243,True
329,SC,Hilton Head,Beaufort,November 1,February 28,118,80,198,True
329,SC,Hilton Head,Beaufort,March 1,May 31,193,80,273,True
329,SC,Hilton Head,Beaufort,June 1,August 31,215,80,295,True
329,SC,Hilton Head,Beaufort,September 1,September 30,163,80,243,True
330,SC,Myrtle Beach,Horry,October 1,March 31,110,74,184,True
330,SC,Myrtle Beach,Horry,April 1,May 31,132,74,206,True
330,SC,Myrtle Beach,Horry,June 1,August 31,182,74,256,True
330,SC,Myrtle Beach,Horry,September 1,September 30,110,74,184,True
334,SD,Deadwood / Spearfish ,Lawrence,October 1,October 31,140,80,220,True
334,SD,Deadwood / Spearfish ,Lawrence,November 1,April 30,110,80,190,True
334,SD,Deadwood / Spearfish ,Lawrence,May 1,September 30,140,80,220,True
332,SD,Hot Springs,Fall River / Custer,October 1,May 31,110,74,184,True
332,SD,Hot Springs,Fall River / Custer,June 1,September 30,161,74,235,True
333,SD,Rapid City,Pennington,October 1,May 31,110,74,184,True
333,SD,Rapid City,Pennington,June 1,August 31,158,74,232,True
333,SD,Rapid City,Pennington,September 1,September 30,110,74,184,True
335,TN,Brentwood / Franklin,Williamson,,,130,86,216,False
336,TN,Chattanooga ,Hamilton,,,117,74,191,False
338,TN,Knoxville,Knox,,,119,74,193,False
339,TN,Memphis,Shelby,,,129,74,203,False
340,TN,Nashville,Davidson,October 1,October 31,248,86,334,True
340,TN,Nashville,Davidson,November 1,August 31,217,86,303,True
340,TN,Nashville,Davidson,September 1,September 30,248,86,334,True
342,TX,Arlington / Fort Worth / Grapevine,Tarrant County / City of Grapevine,,,181,80,261,False
343,TX,Austin,Travis,October 1,December 31,173,80,253,True
343,TX,Austin,Travis,January 1,March 31,187,80,267,True
343,TX,Austin,Travis,April 1,September 30,173,80,253,True
486,TX,Big Spring,Howard,,,114,68,182,False
346,TX,Dallas,Dallas ,October 1,December 31,170,80,250,True
346,TX,Dallas,Dallas ,January 1,March 31,191,80,271,True
346,TX,Dallas,Dallas ,April 1,September 30,170,80,250,True
348,TX,Galveston,Galveston,October 1,May 31,111,74,185,True
348,TX,Galveston,Galveston,June 1,July 31,146,74,220,True
348,TX,Galveston,Galveston,August 1,September 30,111,74,185,True
350,TX,Houston,Montgomery / Fort Bend / Harris,,,128,80,208,False
471,TX,Midland / Odessa,Midland / Andrews / Ector / Martin,October 1,October 31,132,74,206,True
471,TX,Midland / Odessa,Midland / Andrews / Ector / Martin,November 1,January 31,118,74,192,True
471,TX,Midland / Odessa,Midland / Andrews / Ector / Martin,February 1,September 30,132,74,206,True
492,TX,Pecos,Reeves,,,121,74,195,False
354,TX,Plano,Collin,,,123,80,203,False
356,TX,San Antonio,Bexar,October 1,January 31,137,74,211,True
356,TX,San Antonio,Bexar,February 1,March 31,161,74,235,True
356,TX,San Antonio,Bexar,April 1,September 30,137,74,211,True
357,TX,South Padre Island,Cameron,October 1,February 28,118,74,192,True
357,TX,South Padre Island,Cameron,March 1,July 31,140,74,214,True
357,TX,South Padre Island,Cameron,August 1,September 30,118,74,192,True
474,UT,Moab,Grand,October 1,October 31,221,86,307,True
474,UT,Moab,Grand,November 1,February 28,110,86,196,True
474,UT,Moab,Grand,March 1,June 30,212,86,298,True
474,UT,Moab,Grand,July 1,August 31,166,86,252,True
474,UT,Moab,Grand,September 1,September 30,221,86,307,True
360,UT,Park City,Summit,October 1,November 30,221,92,313,True
360,UT,Park City,Summit,December 1,March 31,483,92,575,True
360,UT,Park City,Summit,April 1,September 30,221,92,313,True
361,UT,Provo,Utah,,,117,74,191,False
362,UT,Salt Lake City,Salt Lake / Tooele,,,142,80,222,False
459,VA,Blacksburg,Montgomery,,,122,68,190,False
363,VA,Charlottesville,City of Charlottesville / Albemarle,,,136,80,216,False
428,VA,Loudoun,Loudoun,,,115,80,195,False
365,VA,Lynchburg,Campbell / Lynchburg City,October 1,May 31,115,68,183,True
365,VA,Lynchburg,Campbell / Lynchburg City,June 1,July 31,110,68,178,True
365,VA,Lynchburg,Campbell / Lynchburg City,August 1,September 30,115,68,183,True
368,VA,Richmond,City of Richmond,,,157,80,237,False
369,VA,Roanoke,City limits of Roanoke,,,119,74,193,False
371,VA,Virginia Beach,City of Virginia Beach,October 1,May 31,124,74,198,True
371,VA,Virginia Beach,City of Virginia Beach,June 1,August 31,210,74,284,True
371,VA,Virginia Beach,City of Virginia Beach,September 1,September 30,124,74,198,True
372,VA,Wallops Island,Accomack,October 1,June 30,131,68,199,True
372,VA,Wallops Island,Accomack,July 1,August 31,248,68,316,True
372,VA,Wallops Island,Accomack,September 1,September 30,131,68,199,True
374,VA,Williamsburg / York,James City / York Counties / City of Williamsburg,October 1,December 31,115,80,195,True
374,VA,Williamsburg / York,James City / York Counties / City of Williamsburg,January 1,March 31,110,80,190,True
374,VA,Williamsburg / York,James City / York Counties / City of Williamsburg,April 1,August 31,134,80,214,True
374,VA,Williamsburg / York,James City / York Counties / City of Williamsburg,September 1,September 30,115,80,195,True
377,VT,Burlington,Chittenden,October 1,October 31,202,86,288,True
377,VT,Burlington,Chittenden,November 1,April 30,128,86,214,True
377,VT,Burlington,Chittenden,May 1,September 30,202,86,288,True
378,VT,Manchester,Bennington,October 1,October 31,220,86,306,True
378,VT,Manchester,Bennington,November 1,July 31,168,86,254,True
378,VT,Manchester,Bennington,August 1,September 30,220,86,306,True
379,VT,Montpelier,Washington,October 1,October 31,227,74,301,True
379,VT,Montpelier,Washington,November 1,July 31,167,74,241,True
379,VT,Montpelier,Washington,August 1,September 30,227,74,301,True
380,VT,Stowe ,Lamoille,October 1,February 28,185,86,271,True
380,VT,Stowe ,Lamoille,March 1,May 31,148,86,234,True
380,VT,Stowe ,Lamoille,June 1,September 30,185,86,271,True
381,VT,White River Junction,Windsor,,,144,86,230,False
384,WA,Everett / Lynnwood,Snohomish,October 1,May 31,113,86,199,True
384,WA,Everett / Lynnwood,Snohomish,June 1,August 31,140,86,226,True
384,WA,Everett / Lynnwood,Snohomish,September 1,September 30,113,86,199,True
385,WA,Ocean Shores,Grays Harbor,October 1,June 30,110,86,196,True
385,WA,Ocean Shores,Grays Harbor,July 1,August 31,132,86,218,True
385,WA,Ocean Shores,Grays Harbor,September 1,September 30,110,86,196,True
386,WA,Olympia / Tumwater,Thurston,October 1,November 30,128,80,208,True
386,WA,Olympia / Tumwater,Thurston,December 1,June 30,151,80,231,True
386,WA,Olympia / Tumwater,Thurston,July 1,August 31,175,80,255,True
386,WA,Olympia / Tumwater,Thurston,September 1,September 30,128,80,208,True
387,WA,Port Angeles / Port Townsend,Clallam / Jefferson,October 1,June 30,137,92,229,True
387,WA,Port Angeles / Port Townsend,Clallam / Jefferson,July 1,August 31,235,92,327,True
387,WA,Port Angeles / Port Townsend,Clallam / Jefferson,September 1,September 30,137,92,229,True
475,WA,Richland / Pasco,Benton / Franklin,,,130,86,216,False
389,WA,Seattle,King,October 1,May 31,188,92,280,True
389,WA,Seattle,King,June 1,September 30,248,92,340,True
390,WA,Spokane,Spokane,,,126,86,212,False
391,WA,Tacoma,Pierce,,,136,86,222,False
392,WA,Vancouver,Clark / Cowlitz / Skamania,,,155,86,241,False
396,WI,Madison,Dane,October 1,October 31,138,80,218,True
396,WI,Madison,Dane,November 1,April 30,110,80,190,True
396,WI,Madison,Dane,May 1,September 30,138,80,218,True
397,WI,Milwaukee,Milwaukee,,,140,80,220,False
400,WI,Sturgeon Bay,Door,October 1,October 31,133,80,213,True
400,WI,Sturgeon Bay,Door,November 1,May 31,110,80,190,True
400,WI,Sturgeon Bay,Door,June 1,September 30,133,80,213,True
406,WV,Charles Town,Jefferson,,,122,68,190,False
403,WV,Charleston,Kanawha,,,115,68,183,False
408,WY,Cody,Park,October 1,May 31,127,74,201,True
408,WY,Cody,Park,June 1,September 30,190,74,264,True
409,WY,Jackson / Pinedale,Teton / Sublette,October 1,May 31,212,92,304,True
409,WY,Jackson / Pinedale,Teton / Sublette,June 1,September 30,420,92,512,True
